userName;score;label;at;content
Lela Nurlela;5;Positif;13/10/2023 04.26;puas banget pake indrive
Agus Yudi;1;Negatif;13/10/2023 04.19;Sistem nya makin kesini makin tidak jelas .orderan terjauh selalu masuk lelang sedangkan orderan terdakat selalu ada tulisan menbatalkan order .. Katanya sistem bidding tapi orderan sudah di jatah sehari hari nya .. Jadi makin males kalau dapat orderan jauh ...pulang nya suka delay hampir 2 jam atau lebih ....!!! Semejak update kebanyakan tidak jelas ini sistem .....
Masdana Driver;1;Negatif;13/10/2023 04.17;Area Bali sekarang banyak orderan fiktif,yang menyebabkan saldo kepotong cuma²,lama² kalau kayak gni trs,bisa habis saldo driver dan beralih keapk sebelah..tolong untuk orderan yg dicancel Cs secara sepihak,saldo driver jangan dipotong...karena sangat merugikan driver.
Sanohuugolo Harita;5;Positif;13/10/2023 04.15;Mantap
Muhammad Ilham;5;Positif;13/10/2023 03.50;Good
Aldi Yanuar;1;Negatif;13/10/2023 03.45;Versinya yg baru anyeb dan banyak opik
BOROGODOD;4;Positif;13/10/2023 03.33;BANYAK PENGGUNA MOD DAN BIKIN ORDERAN FIKTIF.. TOLONG BRANTASSSSSSS.. !!!!
Wildani Yafi;5;Positif;13/10/2023 03.33;Tolong sistem nya diperbarui min soal nya banyak yg order fiktif sering dibatalin penumpang (php)
Lia Kartika;4;Positif;13/10/2023 03.14;very good
Jonathan Renaldi;5;Positif;13/10/2023 03.04;muaaacchhhh
Suwandi adi;2;Negatif;13/10/2023 02.50;Semenjak indrver ganti versi baru sampai saat ini tidak bisa nambah saldo,tolong mohon di krocek bikin susah aja, bagusan yg persi lama.
Avhie Phiot;2;Negatif;13/10/2023 02.46;Untuk apliikasi ongkos kenapa bisa di ruvah seenak penumpang udah jauh murah nya jadi ga ngotak di edit penumpang,
Tukang bangunan bandung profesional;5;Positif;13/10/2023 02.16;Alhamdulillah driver nya ramah😊🙏
Saryono 07;5;Positif;13/10/2023 02.06;Setelah update versi baru catatn perjalanan tidak bertambh...
Sandi Tanoto;5;Positif;13/10/2023 01.50;Kepada pihak indriver, kenapa fitur pencarian pelangan diaplikasi driver tdk di buat tampilan peta saja biar gak muter2 dan pemborosan baterai.
Hari Aryansah;2;Negatif;13/10/2023 01.17;"Indriver makin nyusahin driver aja, bukannya mempermudah malah mempersulit, seperti top up saldo minimal 25k, yang dulu bebas top up berapa aja, di tambah skrng saldo potongan aplikasi yang di cancel penumpang bisa kembali dalam 30hari kerja, yang awal nya saldo bisa kembali 4-7 hari kerja. Bener"" sangat menyulitkan bagi kami. Klo driver yang cancel wajar lah peraturan ny seperti itu, ini kan penumpang sendiri yang cancel, tidak akan pernah mengerti seperti apa actual di lapangan"
Rangga Noverdiansyah;5;Positif;13/10/2023 01.14;Aplikasinya udah bagus tapi tolong diberantas yang menggunakan MOD,kasihan buat yang Apl ORI,dan juga pasti Indrive juga dapat nilai minus dari penumpang,karena jarak yg dia kira 1 menit ternyata nunggu lebih dri 5 menit.
Tomi Hidayattullah7;5;Positif;13/10/2023 00.55;Pemula,, sulit masuk lelangan 🥲
Sin Nan;5;Positif;13/10/2023 00.51;Smart drive
albert parningotan;5;Positif;13/10/2023 00.45;Ok
Cicih Novitasari;5;Positif;13/10/2023 00.44;Komisi nya murah untung nya lumayan buat driver
Sona Irama;1;Negatif;13/10/2023 00.41;Range area Terlalu jauh saat penjemputan driver boros bensin dan pelanggan nunggu Lamaaaaa
Sukian Ian;5;Positif;13/10/2023 00.36;Maaf sya driver baru di indriver kenapa sya susah sekali dapat orderan ya. Dari awal gabung baru sekali dapet orderan. Makin kemarin tidak pernah dapat lagi. Mohon penjelasan. Terima kasih
Imas Hasanah;5;Positif;13/10/2023 00.32;InDrive murah pelayanan memuaskan
irwan wibowo putro;1;Negatif;13/10/2023 00.21;Ini kenapa aplikasi ORI dari playstore kok malah dikira aplikasi moding parah orderan mental terus parah parah makin buruk saja
Dwi Siswo;5;Positif;13/10/2023 00.20;Saya sebagai driver , ada masalah dibagian perjalanannya tidak bertambah
Debby Leode;5;Positif;13/10/2023 00.12;Saya mempunyai masala verivikasi ulang aplikasi indrive , katanya sim saya punya masala sudah sedangkan ini sim milik saya ,minta petunjuk.
Oman Sukmana;5;Positif;13/10/2023 00.06;untuk jarak tetdekat.. harusnya auto bid.. dan untuk order diatas 2km baru cstmr yg menentukan. mau ambil atau tidak.
Santirestina;5;Positif;12/10/2023 23.58;Saye senang naik iD
AL Muzakir;4;Positif;12/10/2023 23.44;Kenapa setelah update ulasan tidak tampil, padahal keterangannya ada 180 ulasan
Edi prb/6412;5;Positif;12/10/2023 23.38;Apk keamanan tooong sesalau lebih di tingkatkan..thanks
Aa Lukman;5;Positif;12/10/2023 22.54;👍good Brantas apk pihak ke3
Dede Irmansyah;5;Positif;12/10/2023 22.38;Kalu bisa aplikasi indriver kalu dapat order langsung masuk otomatis aplikasi indriver biar lebih jelas
Fachrul Khoiry Yusuf;1;Negatif;12/10/2023 22.32;"Tolong klo buat patokan harga antar kota lebih manusiawi!! Masuk akal ga dr Sukabumi ke bandung harga hanya 220rb dng penumpang 4 orang??? Bensin nya aja PP SDH 200rb, wkt perjalanan 4 jam, PP 8-10 jam , blm istirahat makan dll, klo beruntung dpt lagi order dng harga yg sama, klo engga??? Kotor nya cmn 20rb??? Trus gmn makan gw? Nafkah kluarga gw? Penumpang mah enak aja begitu dinego harga dng yg masuk akal jawab nya ""tolong jng terima order klo hanya untuk menjebak, harga SDH tercantum dr aplik"
Tri Milantono;5;Positif;12/10/2023 22.15;Aplikasi mantaf top markotop, menghasilkan cuan banyak dan no ribet.... Terimakasih inDrive
Nova Eduart;5;Positif;12/10/2023 20.43;mantap
Sudarisman Prambanan;1;Negatif;12/10/2023 19.32;Makin lama aplikasinya makin busuk, sebagai driver sangat dirugikan karena udah hampir sebulan mau on bid tidak bisa, tombol on tidak bisa digunakan. Dari off ke on langsung off lagi. Udah hubungi agen/cs tapi selalu dijawab perbaikam sistem, ternyata IT nya tidak bisa bekerja, sebegitu lamanya tapi tidak dapat teratasi
Apriatno;5;Positif;12/10/2023 19.00;Klo bisa ediat argo nya jangan sampai, menindas driver, aplikasi setelah berkembang bnyk orderan fiktif, tolong di berantas orderan fiktif nya
Misteri Shop;1;Negatif;12/10/2023 18.29;Ojol murah tapi Memang Murahan. Aplikasi ancur system gak jelas. Orderan gak jelas. Cari duit gini amat indrive. Mulai titik jemput yg jauh, penjualan fungsi mod. Harga terlalu murah. Riwayat perjalanan tidak pernah bertambah. Bnyk lain lagi bobrok pokoknya apk ini. Awal join beda banget dg sekarang. Sebaiknya mulai sekarang, Driver harus mengedukasi Penumpang, klo harga yg dtawarkan tidak sesuai.
Rudi Cenesce;5;Positif;12/10/2023 17.56;Bagus dan akurat
Safa a;1;Negatif;12/10/2023 17.48;Aplikasi ga jelas , ngga ferr, orderan di mbat yg pake mood semua , yg polosan mau onbit tiap hari 24 jam nonstop jg ga bakalan kebagian orderan .
Indra b Thamrin;5;Positif;12/10/2023 17.22;Mantap jiwa
taufiq ridho;1;Negatif;12/10/2023 17.18;untuk perjalanan antar kota tidak ada lagi rekomendasi tarif dari aplikasi nya, sehingga costumer tidak tahu perkiraan tarif untuk layanan antar kota
Ariez Johan Valentino Rossi;5;Positif;12/10/2023 17.08;Terbaik
WARNO SHU;1;Negatif;12/10/2023 17.00;𝐀𝐊𝐔𝐍 𝐌𝐎𝐓𝐎𝐑 𝐍𝐀𝐏𝐀 𝐉𝐀𝐃𝐈 𝐌𝐎𝐁𝐈𝐋 , 𝐁𝐈𝐉𝐈𝐌𝐀𝐍𝐄 𝐂𝐄𝐑𝐈𝐓𝐀 𝐘
Samsul Arifin;5;Positif;12/10/2023 16.39;Ga bisa di update ke versi terbaru 😭😭😭
ipunka adjja;1;Negatif;12/10/2023 16.37;Tarif merugikan driver lebih menguntungkan customer , belum lagi potongan 10% parahmen, mending aplikasi sebelah lebih humanize
Arta Goner;5;Positif;12/10/2023 16.08;good
nur Anwar;1;Negatif;12/10/2023 16.08;Dapet order langsung ilang.90% drever pake.mod nd di root ga fair
Cahyadi PHC;4;Positif;12/10/2023 16.03;Ok
Hadi Putra;1;Negatif;12/10/2023 15.58;* Bug perjalanan tidak bertambah * Bug penumpang bisa edit harga sesuka hati dan penawaran harga yg sangat rendah * Bug saldo tetap di potong walaupun di cancel penumpang * Akun yg pakai MOD tolong di Blokir saja * Opik semakin banyak dengan tarif sampai ratusan ribu, hanya untuk membuat driver kekurangan saldo
Rahmat Rahmat;5;Positif;12/10/2023 15.54;Sekarang Aplikasi indriver Luar biasa ,,Trima kasih. Dan mohon di update trus ya indriver agar menghindari para driver yang menggunakan aplikasi tambahan seperti MOD tidak bisa di gunakan Karna kasian untuk driver ya pakai aplikasi ori dan benar2 ingin mencari nafkah untuk keluarga ya...semoga indriver lebih baik..Amin Trima kasih indriver
FAKE CASUALS;5;Positif;12/10/2023 15.39;Mantap
Dede felysia;5;Positif;12/10/2023 15.13;Ok
Anand Shearer;5;Positif;12/10/2023 15.00;Bagus
Smile Cell;1;Negatif;12/10/2023 14.59;System' berat selalu mendapat cs di belakang ketimbang di depan di jalan 1 arah , akhirnya cs membatalkan Karena driver lama dtg dan akun kita kena blokir ! Karena laporan cs entah siapa yang salah !!
IDRUS SUPU;1;Negatif;12/10/2023 14.40;Saya masi bingung sama pihak indriver yg tidak bisa mengatasi kesulitan di aplikasi indriver. ORI di baca aplkasi tambahan. Padahal pake ORI hp soda di restart ke pengaturan pabrik Masi ada notif 15 menit. Cuman karna ada order fiktif. Akun saya yg pake ORI di baca apk lain🤔 ini sistim indriver makin hari makin bego makin di upded makin meresakan.
Eri Hasan;1;Negatif;12/10/2023 14.34;Rusak mobil tolong samain harga kaya grab
Dadan Nugraha;5;Positif;12/10/2023 14.26;murah meriah
one aboed27;4;Positif;12/10/2023 14.25;Kenapa saya malah gak bisa rubah status menjadi online ya?
Hansend Butarbutar;1;Negatif;12/10/2023 14.23;Lebih bagus setting seperti dulu. Semakin lama orderan susah, tiba² hilang atau apalah kadang seharian cuma dpt ongkos kecil.. iya kali ongkos kecil penumpang kena AC belum lg penumpang bahkan lebih dari 5 org
Calvin James;5;Positif;12/10/2023 14.21;Mantep
Andika P;5;Positif;12/10/2023 13.59;Ok
Yadi Suryadi;5;Positif;12/10/2023 13.49;Bravo
Putradha;1;Negatif;12/10/2023 13.43;Saat ini aplikasi pengemudi SGT buruk
Tomy Gendeng;2;Negatif;12/10/2023 13.35;Kalo modelnya begini... Pada lari semua customernya... Driver juga gk bisa lihat berkas orderan yg sudah pesan... Kembalikan kaya dulu enak..mudah cari order dan gak lemot... Makasih...🙏😔🙏
wisnu wahyudi;5;Positif;12/10/2023 13.20;God job
syane luas;5;Positif;12/10/2023 13.16;👍
Mohamad Fitro;5;Positif;12/10/2023 13.11;👍
Slamet Riyanto;5;Positif;12/10/2023 13.08;Mantap
Syahrul Doank;5;Positif;12/10/2023 13.03;Semoga dengan sistem critical update. Indrive smakin baik
karey shop;5;Positif;12/10/2023 13.01;Mantap
Iqbal Fauzan;5;Positif;12/10/2023 12.47;Apk nya sangat bermanfaat,fast responn
Faedahration Daeli;1;Negatif;12/10/2023 12.44;gotek
Tri Yanto;1;Negatif;12/10/2023 12.44;"Sistem aplikasi nya jadi tambah kaga jelas , tambah susah juga untuk mendapatkan orderan.. kalo mau perbaikan sistem tuhh cari IT yg udh berpengalaman tentang sistem jangan yg ecek"" .. salam petarung jalanan🤘"
Frangky Lipan;5;Positif;12/10/2023 12.39;Mantap
Hilman Jk;1;Negatif;12/10/2023 12.37;system' indriver itu gmn ga ke otakan sama saya .. ke sini ke sini makin kacau aja.. tujuan jauh tp ongkos murah tolong d perhatiin dan tolong d perbaiki.. terimakasih
Angler kacangan;2;Negatif;12/10/2023 12.36;Knp tampilan nya beda...uid sya gda...jadi tidak bisa daftarkan prioritas
David Setiawan;5;Positif;12/10/2023 12.20;nyamann ok lah
Haerul Riski Maulana;5;Positif;12/10/2023 12.16;Setelah update malah jumlah perjalanan tidak terhitung padahal sudah menyelesaikan orderan
Zainuddin Azt;5;Positif;12/10/2023 12.08;mantap..
No Maden;1;Negatif;12/10/2023 12.01;Urus autobid gak becus, urus mod gak becus, urus map gak becus, kerja ITU kalian apa?? Gak usah malu belajar dari grab dan gojek
Nasrul Idris;5;Positif;12/10/2023 12.01;Kenapa sulit mendapatkan order
Rafi Dzakwan;1;Negatif;12/10/2023 11.59;Apus dong mod nyaaa
Fega Bintang;4;Positif;12/10/2023 11.54;Bukan nya makin gacor malah makin lelet
Agung Sawalludin;1;Negatif;12/10/2023 11.50;APLIKASI KORUPSI... Order di batalin tapi saldo malah berkurang di tambah PPN pula.. Makan tuh saldo nyeeet,,para pekerja aplikatornye pada makan duit haram semua makanin saldo org
Haiqal Hani;4;Positif;12/10/2023 11.49;Kenpa punya saya mah gk ada fiktur autobid
Doddy Pratama;1;Negatif;12/10/2023 11.48;Indriver aplikasi sampah, gk bisa ngedetek tuyul. kebanyakan mood, banyak tuyul. Driver2 yg maen jujur malah pada tekor... Gk ads tindak tegas
28 02;1;Negatif;12/10/2023 11.48;Sangat buruk
Sianturi Azis;1;Negatif;12/10/2023 11.42;Katanya siapa saja yang pakai bot / mod indriver akan di sangsi .. tp nyatanya apa pihak indriver juga yang ciptakan Bot/ mod ... tolong la kerja sama nya bos ku .. kami pemakai apk ORI gak bisa dpt orderan di karenakan banyak nya pemakai bot / mod
Rahmat Mardiyatno;1;Negatif;12/10/2023 11.39;Coba systemnya rubah seperti ojol yg lain,indrive seperti kurang manusiawi dan diskriminatif pada driver dg wajah yg pas2an orderan hanya sebatas mimpi,kasian driver yg kurang pede pasti tersisihkan,makanya banyak akun yg diperjual belikan
muhamad taufiq;5;Positif;12/10/2023 11.38;Sangat membantu keseharian sy
Ferdian Fhrr;2;Negatif;12/10/2023 11.38;Tampilan nya makin lucu dan membingungkan, tolong dong di improve yg lebih baik ,bukan malah lebih buruk
Irpan Hadi;5;Positif;12/10/2023 11.38;Dipermudahkan lagi penumpangnya
yogo prambudidaya;5;Positif;12/10/2023 11.32;helpfull.... thanks.
Irantone Simone;5;Positif;12/10/2023 11.31;Mudah2an kedepannya lebih banyak lagi yg order biar lebih semangat lagi
AGUS TINUS YULIANTO;5;Positif;12/10/2023 11.30;Mantap pokok nya , gak banyak aturan
Imas Ch;1;Negatif;12/10/2023 11.29;Apk ngga jelas...cancel tidak order masuk pun tidak..taunya akun di blokir 3 hari ....rungkad sia mah
Toni Patoni;5;Positif;12/10/2023 11.27;bagus sekali
Ad Govar;1;Negatif;12/10/2023 11.21;"Coba si min. Untuk notifikasi yg masuk. Di kira"" jarak nya di atur yg terdekat"
Nur Yadi;5;Positif;12/10/2023 11.17;Pokoknya sip lqh
Habibi Keisya;1;Negatif;12/10/2023 11.15;Aplikasi kurang bagus susah dapat orderan seharin zonk Giliran orderan masuk ditolak terus keterangannya
Irwanto Mr;5;Positif;12/10/2023 11.14;Kalau mau lancar indrive di Indonesia perbaiki systemnya, agar para Opik tidak lagi manfaatkan akun jg tidak merugikan driver..
Fathoni Abrar;5;Positif;12/10/2023 11.07;Aplikasi ini sangat bagus untuk digunakan untuk dalam memesan kendaraan
Dody Wawan;1;Negatif;12/10/2023 11.05;Tiap hari update,orderan g ada
Taufik Maulana;4;Positif;12/10/2023 11.02;Khususnya untuk pembatalan dari penumpang seharusnya tidak memotong saldo driver karna sangat merugikan pihak driver terlebih kalau saldo driver pas pasan untuk mendapatkan orderan dan menjadi habis karna terpotong pembatalan order dari pihak penumpang.terimakasih
Muhamad Fikri;1;Negatif;12/10/2023 10.57;Aplikasi maling, padahal penumpang yg ngebatalin ko saldonya tetep dipotong
Dinawan Dhimbo;5;Positif;12/10/2023 10.47;Good dulu
Rachmat Hidayat;5;Positif;12/10/2023 10.37;Ok
wihata muhammad;1;Negatif;12/10/2023 10.35;Habis update malah loading mulu, orderan makin susah dapet. Cepet ilang, delay juga lemot, dan Cs sering cancel orderan krn estimasi jemput yg agak lama. Tolong benahi app ini segera, nanti rating saya ganti menjadi ⭐⭐⭐⭐⭐
Andre 123;5;Positif;12/10/2023 10.33;Sempurna
Dongo Tolol;1;Negatif;12/10/2023 10.30;Applikasi Tolol,IT sama Orang Kantornya juga dongo masa Applikasi Isinya Opik Semua Brantas dong Pelaku orderan Fiktipnya Blok semua Akun yg Berbau Fiktip... ubah sitem lo klo mau maju masa di cancel atau cancel saldo ngendep pada demen dah tuh yg suka fiktip.. gw yakin kalo system di rubah di cancel atau cancel saldo ngk ngendep gk bakal ada fitip di applikasi sampah 🤣🤣🤣
Rifka Fujianti;1;Negatif;12/10/2023 10.27;DRIVER NYA NOL ATTITUDE!!
mas Anto;1;Negatif;12/10/2023 10.15;tidak ada orderan masuk, orderan yg ada ga ada yg dekat. kacau, udah 3 bulan an
arsya osaka;5;Positif;12/10/2023 10.09;Semoga lancar rejeki saya amin
Beny Fajar;1;Negatif;12/10/2023 10.01;Mending di buat auto bid penghasilan menjadi tidak rata dan pembaruan ini sangat buruk waktu tidak sesuai waktu jemput lelet masuk oderan pokoknya buruk sekarang apdetan ini untuk area jakarta
Arga kurniawan Pasaribu;1;Negatif;12/10/2023 10.00;Gimana sih, lg narik kok bisa²nya verifikasi data dan harus nunggu 4 jam..makin aneh indriver
Abdul Aziz Muslim;5;Positif;12/10/2023 09.51;Bagus
zikri maulana;4;Positif;12/10/2023 09.50;Akun saya tidak bisa login knpa ini padahal saya baru saja saya update tidak bisa login kterangan hrus restar hp sudah saya coba berkali kali masih saja sama
Nilam Rakha Chika;5;Positif;12/10/2023 09.44;good
Adi Jaya;5;Positif;12/10/2023 09.37;Ok bgt
Yayan Ay Yamin;1;Negatif;12/10/2023 09.35;Kaga dapet mulu.... Banyakan yang pake MOD
Mardiana;5;Positif;12/10/2023 09.28;pengemudi aman
Handi Fajar;5;Positif;12/10/2023 09.26;Aplikasinya dari sisi tampilan bagus dan mudah dipahami saya sebagai driver khusus nya
Iswahyudi Aja;5;Positif;12/10/2023 09.25;Mudah di mengerti
Musthofa Ardiansyah;4;Positif;12/10/2023 09.25;Segini dulu kalo gacor nambah
parto Polay;5;Positif;12/10/2023 09.21;Hanya kurang nya penataan disiplin driver dalam aplikasi contoh banyak pakai map tuyul
alyan pietra;1;Negatif;12/10/2023 09.14;Tolong perbaiki management dukungannya slow respon sekali
Suhandi Hasbullah;5;Positif;12/10/2023 09.12;Aplikasi nya bagus ,
sigit poerwoto;1;Negatif;12/10/2023 09.09;Tawaran isi sendiri hilang.... Kesusahan ketika menawarkan orderan dengan kelipatan 5.000 atau 10.000
Zakki Harold;5;Positif;12/10/2023 09.06;Kalo bisa buat druver
ati novi;4;Positif;12/10/2023 09.05;Tolong yg sering bikin opick...yg nguras saldo pm z
ALPIAN;5;Positif;12/10/2023 09.04;Cape deh IT INDRIVER GAJELAS bikin sengsara aja driver nya
Hamdani Rohman;5;Positif;12/10/2023 08.56;Keren...
haryonosugi 59;1;Negatif;12/10/2023 08.55;Jangan terlalu rakus ya , kalo ada orderan masuk terus customer cancel saldo langsung kepotong , sy perhatikan memang tersimpan saldo yg kepotong tapi kalo ada orderan masuk lagi Dengan tarif yg sama tapi saldo utama kepotong lagi bukannya ngambil saldo yg tersimpan malah motong saldo utama terimakasih jgn terlalu rakus kami rakyat kecil 😭😭😭
varelL alvito;5;Positif;12/10/2023 08.45;good
nden ndol;1;Negatif;12/10/2023 08.32;Sistem bobrok hanya menguntungkan sebelah pihak tanpa memikirkan yg lain !! Versi terbaru bukan nya lebih enteng cari orderan malah makin susah dapet orderan melipir cuman menghabiskan bensin dan tenaga hasilnya NOL BESAR !! TOLONG DENGARKAN MASUKAN DRIVER AGAR BISA BERKEMBANG !
Fian Polii;1;Negatif;12/10/2023 08.13;Sangat jelek aplikasi nya sediki Diki rubah sistem sama orang nya jelek tidak ada arah. Mau kemana ini indriver 🤣🤣🤣
Brian Ojek;1;Negatif;12/10/2023 08.13;Orderan saya di Terima, masuk ke dukungan dan admin gk tanggapi
user jagoan;2;Negatif;12/10/2023 08.07;Kebanyakan fiktif saldo ke potong sama orderan fiktif,kalau bisa yang fiktif begitu di baned aja akun nya
Erik Prayoga;1;Negatif;12/10/2023 07.50;customer servicenya lama
Fatih Romli;1;Negatif;12/10/2023 07.42;Sya ingin update kok ,,susah Lelang bunyi juga gak nyala
Hapid Hidayat;1;Negatif;12/10/2023 07.23;Rubah map nya masa akun saya roda dua map nya jadi roda empat udah gitu kagak gerak2 lagi tu jadi sering di cancel cs dan satu lagi perjalannya kagak nambah2 ulasan aja nambah perjalannya stak di angka segitu
Farhan Haiqal;1;Negatif;12/10/2023 07.18;Akun driver gabisa masuk. Karna deteksi apk tambhan. Padahal saya orian dari awal juga. Aneh nihh.
Indra Wirawan;1;Negatif;12/10/2023 06.53;Beli atribut d bikin mudah aja kyk beli biasa jgn d persulit ini mah dikit2 habis .. Payah ah kmu
Bayu Andhika Putra;1;Negatif;12/10/2023 06.38;Tolong lah tindak driver yang menggunakan apk mod
Rizaldie Juhana Putra;5;Positif;12/10/2023 06.36;Tolong segera di maksimalkan perbaikannya aplikasinya untuk daerah tangerang, terimakasih
ahmad haris;4;Positif;12/10/2023 06.13;Versi yang sebelum update terbaru sudah bagus menurut saya, jarak penjemputan hampir akurat dgn notifikasi, tolong dong pemberitahuan order dibatalkan customer di adain lg, melalui call seperti sebelum update,biar driver langsung tau kalau order di batalkan,terimakaaih
Insan Abdulrohman;1;Negatif;12/10/2023 05.54;Ngarusak harga !
michael bro;4;Positif;12/10/2023 05.52;mengapa aplikasi tidak bisa mambaca jumlah perjalanan ya?, jumlah perjalanan tidak pernah berubah padahal setiap hari ada perjalanan yang diselesaikan mohon perbaikan
Gunawan mosi Sardi;1;Negatif;12/10/2023 05.43;Buruk
Ela Laelasari;5;Positif;12/10/2023 05.37;lebih ditingkatkan lagi pelayanan nya
Govinda Aziz Abadi;5;Positif;12/10/2023 05.17;Mulai membaik
Hanif Almaidany;5;Positif;12/10/2023 05.15;ok
ari sutriyono;1;Negatif;12/10/2023 05.08;Selalu setting auto update,tetapi versi terbaru kok jadi error' notifikasi nya. Order muncul tapi tidak ada suara. Setting hp dan aplikasi sudah sesuai,tetep tidak muncul suara notif nya. Mohon bisa di benahi,agar bintang 5 bisa kembali
Bustanil Arifin;2;Negatif;12/10/2023 04.59;Apk Kurang bagus karna susah bener dpt orderan masak iya kita pencet2 dpt ke orang trs padahal kita sudah cpt kita pantengin ttp aja kalah cpt sama yang lain. Kalo pun dpt di cancel sama konsumen nya udah susah2 di cancel lagi mana gak pusing. Saran aja buat indrive kalo bisa buat aturan baru yang pesen autobit ke masing2 driver biar pada kebagian orderan.
Laia Efanalis;5;Positif;12/10/2023 04.36;Wer
Tuyul Boy;1;Negatif;12/10/2023 04.34;saya ingin tanya kenapa sistem indrive begitu lemah bisa di bobol oleh pihak yg tidak bertangung jwab coba lah di perketat untuk sistem indrive ini jgn lemot gini gampang di bobol coba lah di buat aplikasi ini jadi sistem auto bid klo tidak sistem masuk tampa lelang karena klo ada nya sistem sperti itu maka bot maupun mod tidak akan ada lagi sistem yang se karang sangat tidak membantu buat para driver karena harus melihat HP trus klo saat di jalan kan bahaya jadi buat auto bid klo tdk masuk ta
erwin permana Rachman;1;Negatif;12/10/2023 04.26;Bunyi doang...dicocol mah susah....ambyar....biar berkah mending otomatis ga rebutan kyk gini....seperti dizaman batu aza
Adi Aditya;4;Positif;12/10/2023 04.24;Nyari order makin susah
Kepad Store;1;Negatif;12/10/2023 03.54;Makin tolol aja parah 🖕😆
Rohani Yasim;5;Positif;12/10/2023 03.54;ok banget
Aditya Sehermanto;5;Positif;12/10/2023 03.52;baikkkkkk
rivaldi pramudita;1;Negatif;12/10/2023 03.52;makin gk jelas, tiba tiba dapet orderan fiktif, di cancel penumpang tiba tiba, saldo driver kepotong, balik nya lama, lu semua nanggung dosa banyak orang, yg niat jujur nyari nafkah di jalan itu banyak, kemarin udah bener minimal topup di bikin 10rb, malah di naikin 25rb, saldo segitu bagi driver yg pas pasan cukup buat narik beberapa kali sama bensin, gara gara kena fiktif saldo ketahan minus semua jadi gk bisa narik beberapa hari, kacau lu semua..!!!!
Ican Amad;1;Negatif;12/10/2023 03.51;Makin tolol aja ni app wkwk
Isma Afri;5;Positif;12/10/2023 03.50;Bintang sudah saya kasih 5 ,,,cuma kembalikan sistem jika costumer yg mengcansel tidak dipotong ke saldo driver karena sekarang lagi banyak orderan fiktif yg merugikan driver
fandi nainggolan;5;Positif;12/10/2023 03.44;Good
ambarwati ningsih76;1;Negatif;12/10/2023 03.41;driver g bs nemuin titik map nya drivernya jg ada yg kurang ajar
Syam Suddin;1;Negatif;12/10/2023 03.35;Update terus eror terus...TDK ada hasil
Mustofa Iswardy;5;Positif;12/10/2023 03.14;Aplikasi ini sangat membantu kemudahan dalam beraktifitas baik keperluan pribadi dan juga keluarga. Tarifnya proporsional dan bersaing. Bangga saya menggunakan produk bangsa sendiri.
dede chomaydillah;1;Negatif;12/10/2023 03.09;Parah masa aplikasi cuma muter-muter doang ga nongol permintaan pesanan pada aplikasi drivernya semenjak update ga bener jadinya
Kelvin Pardede;1;Negatif;12/10/2023 02.48;Update terbaru buat driver sengsara
ollip tea03;2;Negatif;12/10/2023 02.37;mod banyak. opik banyak. potongan iya. cuma sayang operator gak ada tindakan buat hal itu. aplikasinya masih kurang canggih buat nanganin hal itu semua dari dulu. apa yg kerjanya masa bodo buat nanganin hal sprti d atas....?
Karen Djamal;5;Positif;12/10/2023 02.19;tetap semangat buat kalian semua dlm beraktivitas di hari ini di awali dgn doa dan ucapan syukur Tuhan Memberkati kalian semua 😇😇😇😇
Priyo Yono;1;Negatif;12/10/2023 02.08;Susah nyari orderan
Gugun Nawan;5;Positif;12/10/2023 02.06;mantap
GAMERS CORNER;1;Negatif;12/10/2023 02.03;Driver2 indriver ap lg yg motor, bisa ny make mod / autobid... Takut klo ga pake mod / autobid ga ada duit nye??? Cemen lo... Kaya lo maen game make chitt👎👎👎🖕🖕 ni harus di sangsi...
Steven;1;Negatif;12/10/2023 02.01;Untuk hp dengam basis android 7 sudah tidak bisa lagi online untuk driver. Terutama redmi note 4x. Tombol online balik terus ke offline. Dan Sangat di sayangkan masih byk penguna indrive pake hp di bawah android 7 tapi tidak bisa di install. Sangat Kecewa Masa harus ganti Hp versi android baru
Dimas Syifa;5;Positif;12/10/2023 01.49;Titi jemputnya jangan terlalu jauh dong
aldo manahampi;1;Negatif;12/10/2023 01.29;Apk aneh!! saya yang pakai aplikasi indrive resmi dari google playstore kena notif, sudah mengikuti semua peraturan yang ada tapi tetap sama. Malahan apk mod yang aman-aman saja!
Tati Roswati;5;Positif;12/10/2023 01.01;Aman
anton aprilian;5;Positif;12/10/2023 00.46;Mudah,cepat,murah
Iky agus;1;Negatif;12/10/2023 00.24;Udh banyak komplin tp gak ada tanggapan aplikasi apa ni jalan 3 hari orderan ada pun enggak. Tolong di benahin ya bos
widariyanie wiradikarta (nie);1;Negatif;12/10/2023 00.03;bintang 1 aja cukup lah buat indriver ,.harga murah tapi driver seenaknya,..harga di aplilasi penumpang dan driver bisa beda,dan mahal di driver itu untuk bapa agung, untuk bapa ridwan cibiruy,..udah di kasih lebih,...malah ngaku² duitnya salah nerima🤦‍♀️lucunya dia minta lagi ga ke saya melainkan ke sodara saya yg kebetulan tetangga pak ridwan ,..jgn mentang² harga murah kalian bisa seenaknya cari kesalahan penumpang ya,.
Ririe;1;Negatif;11/10/2023 23.32;Indriver sekarang kok, kaya lagi ngerampok drivernya ya? penumpang belum naik saldo udah di potong, mana banyak opik nya lagi. Kalau bisa saldo di potong kalau penumpang udah naik.
