"ulasan","pfm+","pfm-","psn+","psn-","byr+","byr-","ftr+","ftr-","tpl+","tpl-","umu+","umu-","label"
"Bagus lancar dan pemuda kita untuk pesan tiket","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"Sangat bermanfaat mudah sekali untuk memesan tiket kereta dibanding pake apk tiket online yang lain","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"Sangat lancar buat pesen tiket kereta, bookng hotel juga bisa lewat kai sekrang","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"Mantap min, sudah bisa beli tiket commuter lewat kai acces makin mempermudah pengguna yeay, terimakasih ðŸ™ðŸ‘","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"Bagus lancar dan pemuda kita untuk pesan tiket","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"Sangat bermanfaat mudah sekali untuk memesan tiket kereta dibanding pake apk tiket online yang lain","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"Sangat lancar buat pesen tiket kereta, bookng hotel juga bisa lewat kai sekrang","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"Aplikasi baru alhamdulillah.... lancar Mau pesen tiket ka lokal jadi lebih gampang","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"Dalam proses pemesanan tiket lebih mudah dan tdk memakan waktu memakan wkatu lama lebih baik daripada versi yang dulu","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"perbaikin apknya bagus sekali pesan ka lokal dah makin mudah dripada yang dulu","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"semakin canggih ni apk, sekarng kalo mau pesen tiket gausah nulis nama satu1,,, soalnya nama yang sudah pernah masuk keseimpen, jadi tinggal nambahin","0","0","1","0","0","0","0","0","0","0","1","0","001000000010"
"tampilan ok pemesanan cepat lgsung dapat","0","0","1","0","0","0","0","0","1","0","0","0","001000001000"
"Makin di upgrade makin lancar pesen tiket juga makin mudah, tapilan nya juga lebih mordern suka bgt lebih fress","0","0","1","0","0","0","0","0","1","0","0","0","001000001000"
"tampilan ok pemesanan cepat lgsung dapat","0","0","1","0","0","0","0","0","1","0","0","0","001000001000"
"Makin di upgrade makin lancar pesen tiket juga makin mudah, tapilan nya juga lebih mordern suka bgt lebih fress","0","0","1","0","0","0","0","0","1","0","0","0","001000001000"
"tampilan ok pemesanan cepat lgsung dapat","0","0","1","0","0","0","0","0","1","0","0","0","001000001000"
"Makin di upgrade makin lancar pesen tiket juga makin mudah, tapilan nya juga lebih mordern suka bgt lebih fress","0","0","1","0","0","0","0","0","1","0","0","0","001000001000"
"tampilan ok pemesanan cepat lgsung dapat","0","0","1","0","0","0","0","0","1","0","0","0","001000001000"
"Makin di upgrade makin lancar pesen tiket juga makin mudah, tapilan nya juga lebih mordern suka bgt lebih fress","0","0","1","0","0","0","0","0","1","0","0","0","001000001000"
"tampilan ok pemesanan cepat lgsung dapat","0","0","1","0","0","0","0","0","1","0","0","0","001000001000"
"Makin di upgrade makin lancar pesen tiket juga makin mudah, tapilan nya juga lebih mordern suka bgt lebih fress","0","0","1","0","0","0","0","0","1","0","0","0","001000001000"
"tampilan ok pemesanan cepat lgsung dapat","0","0","1","0","0","0","0","0","1","0","0","0","001000001000"
"Makin di upgrade makin lancar pesen tiket juga makin mudah, tapilan nya juga lebih mordern suka bgt lebih fress","0","0","1","0","0","0","0","0","1","0","0","0","001000001000"
"tampilan ok pemesanan cepat lgsung dapat","0","0","1","0","0","0","0","0","1","0","0","0","001000001000"
"Makin di upgrade makin lancar pesen tiket juga makin mudah, tapilan nya juga lebih mordern suka bgt lebih fress","0","0","1","0","0","0","0","0","1","0","0","0","001000001000"
"kaai acces sya udah pesen tiket dan bayar pke qris dana memudahkan banget","0","0","1","0","1","0","0","0","0","0","0","0","001010000000"
"Apk versi lama suka lama kalo udah masuk ke pembayaran tapi versi baru ini jadi lebih lancr dan mduah buat cari & pesen tiektnya","0","0","1","0","1","0","0","0","0","0","0","0","001010000000"
"Mudah buat cari dan pesen tiket, kemarin udah transaksi Qris sukses tiket buat besok PP sangat memudahkan ga perlu bingung2 lagi....","0","0","1","0","1","0","0","0","0","0","0","0","001010000000"
"kaai acces sya udah pesen tiket dan bayar pke qris dana memudahkan banget","0","0","1","0","1","0","0","0","0","0","0","0","001010000000"
"Apk versi lama suka lama kalo udah masuk ke pembayaran tapi versi baru ini jadi lebih lancr dan mduah buat cari & pesen tiektnya","0","0","1","0","1","0","0","0","0","0","0","0","001010000000"
"Mudah buat cari dan pesen tiket, kemarin udah transaksi Qris sukses tiket buat besok PP sangat memudahkan ga perlu bingung2 lagi....","0","0","1","0","1","0","0","0","0","0","0","0","001010000000"
"Apk versi lama suka lama kalo udah masuk ke pembayaran tapi versi baru ini jadi lebih lancr dan mduah buat cari & pesen tiektnya","0","0","1","0","1","0","0","0","0","0","0","0","001010000000"
"kaai acces sya udah pesen tiket dan bayar pke qris dana memudahkan banget","0","0","1","0","1","0","0","0","0","0","0","0","001010000000"
"Apk versi lama suka lama kalo udah masuk ke pembayaran tapi versi baru ini jadi lebih lancr dan mduah buat cari & pesen tiektnya","0","0","1","0","1","0","0","0","0","0","0","0","001010000000"
"Mudah buat cari dan pesen tiket, kemarin udah transaksi Qris sukses tiket buat besok PP sangat memudahkan ga perlu bingung2 lagi....","0","0","1","0","1","0","0","0","0","0","0","0","001010000000"
"kaai acces sya udah pesen tiket dan bayar pke qris dana memudahkan banget","0","0","1","0","1","0","0","0","0","0","0","0","001010000000"
"Apk versi lama suka lama kalo udah masuk ke pembayaran tapi versi baru ini jadi lebih lancr dan mduah buat cari & pesen tiektnya","0","0","1","0","1","0","0","0","0","0","0","0","001010000000"
"Mudah buat cari dan pesen tiket, kemarin udah transaksi Qris sukses tiket buat besok PP sangat memudahkan ga perlu bingung2 lagi....","0","0","1","0","1","0","0","0","0","0","0","0","001010000000"
"Mudah buat cari dan pesen tiket, kemarin udah transaksi Qris sukses tiket buat besok PP sangat memudahkan ga perlu bingung2 lagi....","0","0","1","0","1","0","0","0","0","0","0","0","001010000000"
"Sangatt lemott","0","1","0","0","0","0","0","0","0","0","0","0","010000000000"
"banyak tools tp lemot..suka time out..","0","1","0","0","0","0","0","0","0","0","0","0","010000000000"
"Lemmootnya minta ampun, tolong segera di perbaiki sistemnya. Lebih baik uninstal klo lemot bgt kya gini","0","1","0","0","0","0","0","0","0","0","0","0","010000000000"
"Update terbaru malah jadi parah. Tambah lemot dan tambah ribet","0","1","0","0","0","0","0","0","0","0","0","0","010000000000"
"Lemot saat masuk menu. Saat lemot kadang akun sudah log out, lalu saat masuk lagi sudah log in.","0","1","0","0","0","0","0","0","0","0","0","0","010000000000"
"Baru buka apk aja kok udh lemot ya? Padhal udh di upgrade","0","1","0","0","0","0","0","0","0","0","0","0","010000000000"
"Lemmootnya minta ampun, tolong segera di perbaiki sistemnya. Lebih baik uninstal klo lemot bgt kya gini","0","1","0","0","0","0","0","0","0","0","0","0","010000000000"
"Update terbaru malah jadi parah. Tambah lemot dan tambah ribet","0","1","0","0","0","0","0","0","0","0","0","0","010000000000"
"Lemot saat masuk menu. Saat lemot kadang akun sudah log out, lalu saat masuk lagi sudah log in.","0","1","0","0","0","0","0","0","0","0","0","0","010000000000"
"Baru buka apk aja kok udh lemot ya? Padhal udh di upgrade","0","1","0","0","0","0","0","0","0","0","0","0","010000000000"
"Jadi lemot bgtt, enakan pake apk sblm diupdate","0","1","0","0","0","0","0","0","0","0","0","0","010000000000"
"Di perbaharui malah susah di buka.nyusahin....","0","1","0","0","0","0","0","0","0","0","0","0","010000000000"
"setelah update tambah lemot pak","0","1","0","0","0","0","0","0","0","0","0","0","010000000000"
"Gara gara update lemot bangattt","0","1","0","0","0","0","0","0","0","0","0","0","010000000000"
"Aplikasi sangat tidak rekomendasi. Harusnya kan pake palikasi supaya praktis ini malahan menjadi buangÂ² waktu dan gak bisa dipake. BenerÂ² gak efisien waktu. Tolong dong IT KAI diperbaiki.","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"Tolong atuh perbaiki kualitas nya kan banyak yang pake aplikasi ini seharusnya lebih ditingkatkan lagi. Jangan tiba tiba keluar sendiri akun nya trs susah login lagi nya loading nya lama banget ampun","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"Sekelas aplikasi pemerintah jeleknya minta ampun, server jelek","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"kalo segalanya mau online harusnya aplikasinya disiapin dulu sampe mateng jauh dari bug, lemot, ini aplikasinya aja belum optimal banyak bug, susah masuk, lemot ko udah maen harus beli online aja kasian orang yang mau naik kereta dibikin ribet engga jelas, bumn kerjanya ko gini","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"Tujuannya apa, nampilin promo, tp tidak, tersedia, lebih bagus dan mudah versi sebelum nya.","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"APK BERAT BANGET. BENERIN LAH MAU PERGI PERGI NAIK KERETA JADI SUSAH. UPDATE MALAH BIKIN APK RUSAK","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"Tujuannya apa, nampilin promo, tp tidak, tersedia, lebih bagus dan mudah versi sebelum nya.","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"Selaraskan antara kebijakan dan keandalan aplikasinya. Jangan buat peraturan untuk calon penumpang kereta lokal harus pesan tiket lewat aplikasi tapi aplikasinya tak bisa di andalkan. Kecepatan pelayanan melalui aplikasi juga menjadi daya tarik calon penumpang. Jangan sampai membuat penumpang menjadi kurang nyaman dengan performa aplikasi yang buruk.","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"Hah ini apa malah jadi gabisa dibuka samsek daritadi buka cuma muncul logone tok ga berfungsi samsek","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"Terlalu bnyak menu semakin lemot aplikasinya....","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"Selaraskan antara kebijakan dan keandalan aplikasinya. Jangan buat peraturan untuk calon penumpang kereta lokal harus pesan tiket lewat aplikasi tapi aplikasinya tak bisa di andalkan. Kecepatan pelayanan melalui aplikasi juga menjadi daya tarik calon penumpang. Jangan sampai membuat penumpang menjadi kurang nyaman dengan performa aplikasi yang buruk.","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"Hah ini apa malah jadi gabisa dibuka samsek daritadi buka cuma muncul logone tok ga berfungsi samsek","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"Terlalu bnyak menu semakin lemot aplikasinya....","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"Jadi ribet pengoperasiannya","0","1","0","0","0","0","0","0","0","0","0","1","010000000001"
"Tampilan baru malah makin lemot parah aplikasi nya...","0","1","0","0","0","0","0","0","0","1","0","0","010000000100"
"PECAT UI/UX DESIGNERNYA SUMPAH !!! UI bagus tapi UX jelek, UI/UX designernyagausah ngide dah modal bagusin tampilan tapi user journey ga diperhatiin makin ribet, belajar lagi UI/UX nya :v","0","1","0","0","0","0","0","0","0","1","0","0","010000000100"
"Setelah di update dan tampilan baru malah lebih ..parah bug ny..loading lama....lemot..malah setelah update data nik berubah gmn ini team ...IT ny","0","1","0","0","0","0","0","0","0","1","0","0","010000000100"
"Woi admin balikin ke aplikasi lama lah.. lemot banget aplikasi update baru.. Setelah update malah makin tdk user friendly, filter hanya ada 1 pilihan (dulu bisa by waktu, harga, dan kelas), pilih kursi juga hrs scroll atas bawah (dulu 1 layar tampak semua), hadeuh bukannya makin maju","0","1","0","0","0","0","0","0","0","1","0","0","010000000100"
"Menjadi Tidak Simple .","0","1","0","0","0","0","0","0","0","1","0","0","010000000100"
"Aplikasi terupdate otomatis.. Tampilannya skrg tambah ribet dan bikin bingung.. Lebih simpel tampilan yg lama.. Seharusnya klo memang ada update lebih mempermudah..ini malah sebaliknya..","0","1","0","0","0","0","0","0","0","1","0","0","010000000100"
"Versi terbaru, tapi makin buruk. Login via email dan no hp tetap aja muter sampe berkecambah","0","1","0","0","0","0","0","0","0","1","0","0","010000000100"
"Woi admin balikin ke aplikasi lama lah.. lemot banget aplikasi update baru.. Setelah update malah makin tdk user friendly, filter hanya ada 1 pilihan (dulu bisa by waktu, harga, dan kelas), pilih kursi juga hrs scroll atas bawah (dulu 1 layar tampak semua), hadeuh bukannya makin maju","0","1","0","0","0","0","0","0","0","1","0","0","010000000100"
"Menjadi Tidak Simple .","0","1","0","0","0","0","0","0","0","1","0","0","010000000100"
"Aplikasi terupdate otomatis.. Tampilannya skrg tambah ribet dan bikin bingung.. Lebih simpel tampilan yg lama.. Seharusnya klo memang ada update lebih mempermudah..ini malah sebaliknya..","0","1","0","0","0","0","0","0","0","1","0","0","010000000100"
"Versi terbaru, tapi makin buruk. Login via email dan no hp tetap aja muter sampe berkecambah","0","1","0","0","0","0","0","0","0","1","0","0","010000000100"
"Update aplikasi kok malah jd bikin susah, tampilannya bikin pusing tambah repot lg scan barcode qris ga bs di download terus.. masa harus pake 2 hp.. kecewaaa ðŸ˜“ðŸ˜“","0","1","0","0","0","0","0","0","0","1","0","0","010000000100"
"Setelah di update dan tampilan baru malah lebih ..parah bug ny..loading lama....lemot..malah setelah update data nik berubah gmn ini team ...IT ny","0","1","0","0","0","0","0","0","0","1","0","0","010000000100"
"Tampilannya bagus, tapi saat mau masuk ke aplikasi lamanya mbuat emosi banget","0","1","0","0","0","0","0","0","1","0","0","0","010000001000"
"Yang baru lucu tapi lemot parah.","0","1","0","0","0","0","0","0","1","0","0","0","010000001000"
"Tampilan memang bagus setelah di update tetapi kulitas aplikasi lebih baik versi sebelumnya","0","1","0","0","0","0","0","0","1","0","0","0","010000001000"
"Tampilan baru memang terlihat fresh, tapi ya ampun gak selama ini juga loadingnya dong","0","1","0","0","0","0","0","0","1","0","0","0","010000001000"
"Jarang banget ngasi Ulasan gini, tp ini fix super lemot banget, kukira semakin baik, eh cuma tampilannya doang, masa mau buka apk aja lemot poll, kalo kek gini, kan gak bisa bur"" buka pas mau scan barcode ya","0","1","0","0","0","0","0","0","1","0","0","0","010000001000"
"Lebih baik jangan di-update dulu, memang dari segi UI bagus, cuma masih banyak eror","0","1","0","0","0","0","0","0","1","0","0","0","010000001000"
"Tampilan memang bagus setelah di update tetapi kulitas aplikasi lebih baik versi sebelumnya","0","1","0","0","0","0","0","0","1","0","0","0","010000001000"
"Tampilan baru memang terlihat fresh, tapi ya ampun gak selama ini juga loadingnya dong","0","1","0","0","0","0","0","0","1","0","0","0","010000001000"
"Jarang banget ngasi Ulasan gini, tp ini fix super lemot banget, kukira semakin baik, eh cuma tampilannya doang, masa mau buka apk aja lemot poll, kalo kek gini, kan gak bisa bur"" buka pas mau scan barcode ya","0","1","0","0","0","0","0","0","1","0","0","0","010000001000"
"Lebih baik jangan di-update dulu, memang dari segi UI bagus, cuma masih banyak eror","0","1","0","0","0","0","0","0","1","0","0","0","010000001000"
"Tampilannya bagus, tapi saat mau masuk ke aplikasi lamanya mbuat emosi banget","0","1","0","0","0","0","0","0","1","0","0","0","010000001000"
"Tampilan baru memang terlihat fresh, tapi ya ampun gak selama ini juga loadingnya dong","0","1","0","0","0","0","0","0","1","0","0","0","010000001000"
"Jarang banget ngasi Ulasan gini, tp ini fix super lemot banget, kukira semakin baik, eh cuma tampilannya doang, masa mau buka apk aja lemot poll, kalo kek gini, kan gak bisa bur"" buka pas mau scan barcode ya","0","1","0","0","0","0","0","0","1","0","0","0","010000001000"
"Lebih baik jangan di-update dulu, memang dari segi UI bagus, cuma masih banyak eror","0","1","0","0","0","0","0","0","1","0","0","0","010000001000"
"Minta update mulu semenjak tampilan baru,i makin susah diakses dan jauh lebih ribet fiturnya","0","1","0","0","0","0","0","1","0","0","0","0","010000010000"
"Habis update malah ribet dan sangat sangat lemot, tolong di benahi lagi apa karena masih baru update belum dilalukan percobaan atau gmn, cth di pencarian stasiun kereta sangat lambat loading nya dan stasiun tidak di temukan padahal di versi sebelumnya bisa langsung ketemu dan cepat, pilih tempat duduk loading sampai 20 mnit blm slesai ahirnya beli di traveloka aja ,balikin ke versi sebelumnya aja,di tes dlu sampai benar2 jalan semua fiturnya sebelum apk nya di luncurin buat umum, smg d benerin","0","1","0","0","0","0","0","1","0","0","0","0","010000010000"
"Setelah di update ke fitur baru jadi lemot bgt:(((","0","1","0","0","0","0","0","1","0","0","0","0","010000010000"
"Baru kali ini kecewa, update yang terbaru bukannya semakin bagus, malah semakin lambat. Mau login harus nunggu lama, mau pesan tiket jadi susah. Mohon untuk segera ada solusinya ðŸ™","0","1","0","0","0","0","0","1","0","0","0","0","010000010000"
"Ini setelah d update kenapa aplikasi nya jadi lemot banget min,bahkan logout sendiri,pas mau masuk jdi gk bisa masuk keterangan nya ""failed request"" padahal udah biasa dulu pake KAI acces, tolong donk klo memang harus pake aplikasi,aplikasinya yaa di bikin simpel dan mudah akses nya jangan jadi malah susah gini.","0","1","0","0","0","0","0","1","0","0","0","0","010000010000"
"Dih gemes banget sama aplikasi KAI yang sekarang kenapa sih pake di rubah segala enak yang dulu sekarang lemot pollll fitur2nya juga gak jelas , jelas an yang dulu please deh kembalikan aplikasi kai yang dulu aja ðŸ§ðŸ§ðŸ§ðŸ§","0","1","0","0","0","0","0","1","0","0","0","0","010000010000"
"Habis update malah ribet dan sangat sangat lemot, tolong di benahi lagi apa karena masih baru update belum dilalukan percobaan atau gmn, cth di pencarian stasiun kereta sangat lambat loading nya dan stasiun tidak di temukan padahal di versi sebelumnya bisa langsung ketemu dan cepat, pilih tempat duduk loading sampai 20 mnit blm slesai ahirnya beli di traveloka aja ,balikin ke versi sebelumnya aja,di tes dlu sampai benar2 jalan semua fiturnya sebelum apk nya di luncurin buat umum, smg d benerin","0","1","0","0","0","0","0","1","0","0","0","0","010000010000"
"Setelah di update ke fitur baru jadi lemot bgt:(((","0","1","0","0","0","0","0","1","0","0","0","0","010000010000"
"Baru kali ini kecewa, update yang terbaru bukannya semakin bagus, malah semakin lambat. Mau login harus nunggu lama, mau pesan tiket jadi susah. Mohon untuk segera ada solusinya ðŸ™","0","1","0","0","0","0","0","1","0","0","0","0","010000010000"
"Ini setelah d update kenapa aplikasi nya jadi lemot banget min,bahkan logout sendiri,pas mau masuk jdi gk bisa masuk keterangan nya ""failed request"" padahal udah biasa dulu pake KAI acces, tolong donk klo memang harus pake aplikasi,aplikasinya yaa di bikin simpel dan mudah akses nya jangan jadi malah susah gini.","0","1","0","0","0","0","0","1","0","0","0","0","010000010000"
"Ui ux elit, backend sulit","0","1","0","0","0","0","0","1","0","0","0","0","010000010000"
"Setelah di update ke fitur baru jadi lemot bgt:(((","0","1","0","0","0","0","0","1","0","0","0","0","010000010000"
"Minta update mulu semenjak tampilan baru,i makin susah diakses dan jauh lebih ribet fiturnya","0","1","0","0","0","0","0","1","0","0","0","0","010000010000"
"Ini setelah d update kenapa aplikasi nya jadi lemot banget min,bahkan logout sendiri,pas mau masuk jdi gk bisa masuk keterangan nya ""failed request"" padahal udah biasa dulu pake KAI acces, tolong donk klo memang harus pake aplikasi,aplikasinya yaa di bikin simpel dan mudah akses nya jangan jadi malah susah gini.","0","1","0","0","0","0","0","1","0","0","0","0","010000010000"
"System basi, lemot, engginer app basi transfer tiket keburu kiamat otp email dah bener muncul eror java terus","0","1","0","0","0","1","0","0","0","0","0","0","010001000000"
"Aplikasi nya sangat lemot... Saya batal terus saat mau bayar karna loading nya lama sampai waktu limit pembayaran nya habis","0","1","0","0","0","1","0","0","0","0","0","0","010001000000"
"Sangat buruk saya telat 2 menit uang gabisa di refund malah hangus,jadi 200rbu cuman beli angin","0","1","0","0","0","1","0","0","0","0","0","0","010001000000"
"Lemot, udah bayar tiket, tapi ga muncul","0","1","0","0","0","1","0","0","0","0","0","0","010001000000"
"Aplikasi Di update malah step by step lemooottttt bangetttttttt yaAllah gimana kalau yg buruÂ²ðŸ¥º waktu pembayaran juga abis sama lemotnyaaaaaaaaa!!!!","0","1","0","0","0","1","0","0","0","0","0","0","010001000000"
"Beberapa hari terakhir jadi lambat banget proses pembayaran sama cek tiketnya, bisa sampai makan waktu 30 sampe 40 menit cuman utk beli tiket, sama 10 menit cmn buat buka e-tiket untung saya masih ke kejar keretanya","0","1","0","0","0","1","0","0","0","0","0","0","010001000000"
"Sudah update bukannya makin bagus malah jadi semakin membuat emosi, saat pembayaran menggunakan e wallet jadi susah sekali, password ovo yang saya punya tidak bisa muncul dan dikatakan pembayaran gagal padahal saya sudah update ovo, kesel banget.... Lebih bagus kai access versi lama..","0","1","0","0","0","1","0","0","0","0","0","0","010001000000"
"Aplikasi nggk banget, secara dulu waktu untuk pembayaran selama 10 Menit. Sekarang setelah di Update bukannya malah membaik malahan sering terjadi error ketika akan melakukan pembayaran, bahkan untuk waktunya sekarang di persingkat hanya 30 detik. Tidak worth it bagi pengguna Hp yang di rasa dengan proses loading yang cukup lama... ðŸ˜ŠðŸ˜„","0","1","0","0","0","1","0","0","0","0","0","0","010001000000"
"Udah satu jam lebih beli tiket tapi muter trus loding. Kalo loding pembayaran nya jangan kasih waktu.. ulang lagi ulang lagi waktu kadaluarsa karena loding","0","1","0","0","0","1","0","0","0","0","0","0","010001000000"
"Apk sering error aneh udah update malah rasanya kayak downgrade sering tidak bisa pembayaran melalui qris sering gagal udak top up dana, link aja, ovo, tetep tidak bisa aneh banget qris nya sering gagal sampe uang habis cuma buat top up apk"" tersebut tatapi tidak berguna. Sama apk nya lemot banget badahal sinyal kenceng hp juga spek lumayan. Aneh banget dah apk nya","0","1","0","0","0","1","0","0","0","0","0","0","010001000000"
"Sudah update bukannya makin bagus malah jadi semakin membuat emosi, saat pembayaran menggunakan e wallet jadi susah sekali, password ovo yang saya punya tidak bisa muncul dan dikatakan pembayaran gagal padahal saya sudah update ovo, kesel banget.... Lebih bagus kai access versi lama..","0","1","0","0","0","1","0","0","0","0","0","0","010001000000"
"Aplikasi nggk banget, secara dulu waktu untuk pembayaran selama 10 Menit. Sekarang setelah di Update bukannya malah membaik malahan sering terjadi error ketika akan melakukan pembayaran, bahkan untuk waktunya sekarang di persingkat hanya 30 detik. Tidak worth it bagi pengguna Hp yang di rasa dengan proses loading yang cukup lama... ðŸ˜ŠðŸ˜„","0","1","0","0","0","1","0","0","0","0","0","0","010001000000"
"Udah satu jam lebih beli tiket tapi muter trus loding. Kalo loding pembayaran nya jangan kasih waktu.. ulang lagi ulang lagi waktu kadaluarsa karena loding","0","1","0","0","0","1","0","0","0","0","0","0","010001000000"
"Apk sering error aneh udah update malah rasanya kayak downgrade sering tidak bisa pembayaran melalui qris sering gagal udak top up dana, link aja, ovo, tetep tidak bisa aneh banget qris nya sering gagal sampe uang habis cuma buat top up apk"" tersebut tatapi tidak berguna. Sama apk nya lemot banget badahal sinyal kenceng hp juga spek lumayan. Aneh banget dah apk nya","0","1","0","0","0","1","0","0","0","0","0","0","010001000000"
"Setelah update aplikasi jadi lemot sekali, sering tiba-tiba log out sendiri, susah saat mau membeli tiket dan menyulitkan saat boarding","0","1","0","1","0","0","0","0","0","0","0","0","010100000000"
"Jelek...benar2 jelek..saya sampai ga bisa kerja tetap waktu karena sulitnya pesan tiket dari aplikasi ini...mending balikin ke yang sebelumnya..ga ribet..yang ini loadingnya bikin darah tinggi...","0","1","0","1","0","0","0","0","0","0","0","0","010100000000"
"Aduh repot banget sih, tiket saya hilang karena gak bisa masuk ke akun lama","0","1","0","1","0","0","0","0","0","0","0","0","010100000000"
"Lemot..!! Mau mesen tiket lokal aja lama loading nya! mesen harus online tapi apk nya lemot parah. udah sulit jadi makin dipersulit","0","1","0","1","0","0","0","0","0","0","0","0","010100000000"
"Pliss KAI segera perbaiki apknya secepatmyaaaaa! , setelah updet bnr bnr apk tidak membantu! Apalagi beli tiket lokal hrus pake apk gk bisa ots. Pas mau beli malah lemooootttt banget, sangat percuma penampilan bagus tapi gak fungsional. Tolong banget segera perbaiki, tadi pagi saya telat naik kereta dan gk jadi naik gra gra lemot apknya!! Lemotnya di semua mau pas log innya. Milih tiketnya, pembayaran dll. Dikasih waktu 5 mnit buat bayar tapi waktunya abis sama loading, udh ganti provider ttp.","0","1","0","1","0","0","0","0","0","0","0","0","010100000000"
"1. Ribet. Jadwal yg habis tidak lgsg off, tp harus dibuka dulu baru muncul jam keberangkatan buat dilihat masih ada atau nggak. Gak efisien nyari jam yg masih ada bangkunya. 2. Lemot. LEMOOOOOT BANGET, selesai iai data diri mau pilih kursi loadingnya lama banget.","0","1","0","1","0","0","0","0","0","0","0","0","010100000000"
"INI BAGAIMANA APLIKASI BARUNYA KOK ERROR? SAYA MAU PESAN TIKET JADI GABISA, GARA2 TIAP MAU BAYAR SELALU TIME OUT PADAHAL BARU SAJA DI KLIK TIBA2 SUDAH TIME OUT, SAMPAI SAYA LOGOUT DAN UNINSTALL ULANG TETEP GABISA, MAU HAPUS AKUN SAJA SEKALIAN JUGA GABISA, ALASANNYA KARENA ADA TIKET PERJALANAN YANG BLM SELESAI PDHL TIDAK ADA SAMA SEKALI WONG MAU BELI TIKET BARU AJA GABISA KOK.. GIMANA DONG INI SOLUSINYA? JADI SUSAH MAU BELI TIKET HARUS NYURUH ADEK SAYA PAKAI AKUNNYA","0","1","0","1","0","0","0","0","0","0","0","0","010100000000"
"Mohon maaf setelah update akses menjadi lebih lambat, tidak seperti pada aplikasi sebelumnya. Saat memilih kursi timeout menunggu lama sekali. Menghabiskan banyak waktu","0","1","0","1","0","0","0","0","0","0","0","0","010100000000"
"Bikin aplikasi kok sampai g bisa di akses/eror. Sampai hampir g bisa dapat tiket di aplikasi gara"" eror. Akhirnya ya manual di stasiun.","0","1","0","1","0","0","0","0","0","0","0","0","010100000000"
"Setelah update malah lemot, susah melakukan pemesanan, tolong diperbaiki","0","1","0","1","0","0","0","0","0","0","0","0","010100000000"
"INI BAGAIMANA APLIKASI BARUNYA KOK ERROR? SAYA MAU PESAN TIKET JADI GABISA, GARA2 TIAP MAU BAYAR SELALU TIME OUT PADAHAL BARU SAJA DI KLIK TIBA2 SUDAH TIME OUT, SAMPAI SAYA LOGOUT DAN UNINSTALL ULANG TETEP GABISA, MAU HAPUS AKUN SAJA SEKALIAN JUGA GABISA, ALASANNYA KARENA ADA TIKET PERJALANAN YANG BLM SELESAI PDHL TIDAK ADA SAMA SEKALI WONG MAU BELI TIKET BARU AJA GABISA KOK.. GIMANA DONG INI SOLUSINYA? JADI SUSAH MAU BELI TIKET HARUS NYURUH ADEK SAYA PAKAI AKUNNYA","0","1","0","1","0","0","0","0","0","0","0","0","010100000000"
"Mohon maaf setelah update akses menjadi lebih lambat, tidak seperti pada aplikasi sebelumnya. Saat memilih kursi timeout menunggu lama sekali. Menghabiskan banyak waktu","0","1","0","1","0","0","0","0","0","0","0","0","010100000000"
"Bikin aplikasi kok sampai g bisa di akses/eror. Sampai hampir g bisa dapat tiket di aplikasi gara"" eror. Akhirnya ya manual di stasiun.","0","1","0","1","0","0","0","0","0","0","0","0","010100000000"
"Setelah update malah lemot, susah melakukan pemesanan, tolong diperbaiki","0","1","0","1","0","0","0","0","0","0","0","0","010100000000"
"Banyak fitur dan pilihannya tapi gabusa sama saja kalo tidak bisa terakses, lebih running sama versi yang lama nya, Merugikan konsumen apabila ada sesuatu mendesak dan butuh reshcedulle tiket tetapi gabisa, sudah coba telpon dan tanya ke 021121 service center juga ga ada solusi, sudah saya coba manual unistall kemudian download install lagi.. sama saja gabisa.. harus jadi perhatian dong ini","0","1","0","1","0","0","0","0","0","0","0","1","010100000001"
"Saat ini apk nya malah jadi kurang membantu Detail kendala. Loadingnya lama sekali, saat mau cek jadwal commuter line susah sekali mencari nama stasiun . Memakan banyak waktu loading namun hasil pencarian malah tidak keluar.","0","1","0","1","0","0","0","0","0","0","0","1","010100000001"
