"content","label"
"Tolong diperbaiki sistemnya. Saya sebagai driver sangat kecewa dengan sistem yg skrg. Dapet orderan tapi perjalanan tidak bertambah","Negatif"
"Kenapa akun saya klo msk selalu dapa notifikasi pake face padahal saya sdh restal tapi notifikasi terus.. Mohon d bantu dong.","Negatif"
"Peringkat & Frekuensi kerja semakin turun, sementara jumlah perjalanan saya tidak pernah lagi bertambah (berhenti di angka 1067). Semakin banyak orderan fiktif, semakin banyak juga customer yang mainin harga untuk pembayaran yang lebih murah. Ayolah Indrive, tolonglah di perbaiki lagi sistemnya, atau kembalikan saja pada sistem sebelumnya. Kami, terutama saya mewakili para pengemudi yg lain, sangat kecewa oleh kebijakan atau sistem yg sekarang ini kalian terapkan. Kami mohon untuk kerjasamanya.","Negatif"
"Buat cari duit .. semoga gacor.. lumayan lebih nya buat anak yatim..","Positif"
"Sudah banyak orderan yang diterima tapi kenapa tercatat cuma 5 orderan? Akhirnya tingkat prioritasku jadi low ðŸ‘ŽðŸ»ðŸ‘ŽðŸ»ðŸ‘ŽðŸ»","Negatif"
"Pemecah kebuntuan","Positif"
"Meminta bantuan untuk menyeselaikan orderan karna ngebug tidka bisa di selesaikan Mala disuru selesaikan sendiri","Negatif"
"Ok","Positif"
"APLIKASI NGEHE, SISTEM UDAH LELANG DI PILIH JUGA BELUM TENTU ORDER FIKTIF DIMANA MANA! BENERIN SISTEM LU BIAR ORANG KAGA BIKIN ORDER SEMBARANGAN TERUS! PERJALANAN KAGA NAMBAH CUSTOMER CANCEL ORDER SALDO KEPOTONG SUNGGUH BIADAB! JANGAN SAMPE DRIVER TURUN TANGAN SENDIRI BUAT DEMO KE KANTOR LO! BENERIN SISTEM AJA SUSAH!","Negatif"
"Sistem nya tolong di perbaiki","Negatif"
"Aplikasi error, perjalanan tidak bertambah-tambah pdahal sudah hampir 1.000an.tolong team IT KERJANYA LEBIH DIPERBAIKI LAGI. Thanks before","Negatif"
"parah jadi bangke akun nya jarang dapat order","Netral"
"massa perjalanan tidak nambah2 yg ada pada turun reputasi nya sistem nya bobrok IT nya kerja nya cuman duduk doang","Negatif"
"Tolong buat admin indriver untuk menertibkan driver yang standby di bandara Soekarno Hatta karena di sini sudah tidak sehat secara sistem. Karena apa Karena kami tidak pakai mod tolong di tertibkan. Terimakasih","Negatif"
"puas menggunakan indrever","Positif"
"Tolong dibantu yaa, masa histori perjalanan tidak bisa terlihat, kemudian tulisannya gangguan internet padahal internet saya baik-baik saja, mohon bantuannya laaah, Halo kak saya sudah mengirimkan email, dan tidak ada respons sama sekali dari indrive apakah ada nomor yang bisa saya hubungi?","Negatif"
"sistem nya sekarang buruk alias gak jelas.. akun saya sudah prioritas.. semenjak pembaruan aplikasi jadi setatus akun prioritas nya hilang.. pantes saya sudah seminggu lebih gak dapet orderan.. kasian anak istri sya.. tolong yg bener min kalo bikin aplikasi.. udah banyak duit dan banyak pelanggan malah aplikasi jadi eror gak jelas.. tolong di perbaiki dan sukses selalu","Negatif"
"Banyak orderan fiktif buat naekin rating doang. Merugikan para driver, buat akun baru susah dapetin orderan.","Negatif"
"Driver udah pada beli atribut udah jadi prioritas peringkat sangat tinggi ada medal nya kenapa sekarang malah balik ke normal orderan susah masuk tiap di tanya gda jawaban","Netral"
"Versi terbaru sangat sangat mengecewakan. Driver di berikan pickup customer dengan jarak tempuh 7-12km. Gmn bisa gacor orderan. Tentunya customer tidak bisa menunggu lama.","Negatif"
"thanks you","Positif"
"Mantap","Positif"
"Pembaruan malah makin payah.. bukannya berkembang...","Negatif"
"ok","Positif"
"Update terus tapi gada perubahan, peringkat malah nurun ga jelas","Negatif"
"GARA2 UPDATE JADI TAMBAH SEPI DI MALANG DULU SEBELUM UPDATE RAMAI SEKARANG SEPI SALAH SENDIRI UNTUNG SAYA PAKAI 4 APK","Negatif"
"Admin tolong ditindak lanjuti apk ke 3,atau biasa disebut MOD ...sangat merugikan sesama driver","Netral"
"Mantaaaap","Positif"
"Pengsiun jd driver . Sistemnya ancur","Negatif"
"Berharap jadi penghasilan lebih ,ternyata sebaliknya susah dapat ordernya,dari yang yg pingin jadi prioritas dibela2in sampe sudah dapet statusnya(very hig),sekarang susah dpt order,dan akhirnya turun lagi ke status (LOW) ,dengan cepatnya ,status order perjalanan pun GX pernah nambah ,","Negatif"
"Sidareja cilacap belum bisa narik","Netral"
"Sudah komplain berulang kali tentang keluhan thd pengemudi yang menggunakan aplikasi MOD/autoclick, tetap saja tidak di tindak lanjutkan Pertanya an nya apakah memang aplikasi MOD itu de legalkan ya?","Negatif"
"sopan","Positif"
"Tolong dong pihak indriver diperbaiki bugnya ini bukan sekali dua kali orderan elor kaya gini.  Tanpa notif orderan masuk.  Pas buka aplikasi maps elor jadi tidak bisa liat aplikasi penumpang.  Terpaksa saya kembalikan Statusnya jadi diterima Tapi tidak bisa ngchat penumpang atau tlpn penumpang Gimana saya bisa komunikasi sama penumpang Penumpang juga tidak cancel orderan jadi orderan saya ngambang engga ada yang masuk lagi.  Tolong dong diperbaiki sistemnya","Negatif"
"1.Untuk pelayanan bantuan rata rata tidak membantu driver malah diutamakan penumpang, 2.untuk tarif jarak jauhnya tolong di naikin biaya/argonya kasian drivernya, 3.untuk prioritas tolong selain harus beli dan nunggu lama kasih solusi lain lah","Negatif"
"Kalah sama MOD,","Negatif"
"ðŸ‘","Positif"
"sangat bagus buat apknya","Positif"
"aplikasinya sangat membantu buat kami para driver. saran agar jangan dibedakan antara pemula dan prioritas biar samaÂ² adil dalam mencari ato menumakan orderan ðŸ™ðŸ»","Positif"
"Lebih cepat lebih mudah lebih murah ðŸ‘ðŸ‘","Positif"
"Pembagian orderannya bikin susah dgn cara lelang. Kasian unit yg lg cc banyak di tolak customer","Positif"
"Sekarang malah ga bisa di online in, di geser balik lagi offline,","Negatif"
"Customer nya Mandang fisik","Negatif"
"Gk bermutu semenjak update...order jauh gk bisa","Negatif"
"Kenapa sudah satu minggu lebih jumlah perjalanan saya tidak bertambah,masih 1601?? bahkan saat ini rating frequensi kerja menurun...padahal saya sehari bisa menjalankan orderan di atas 5...Jika frequnsi Kerja Saya Menurun Saya Jadi Sulit Dapat Orderan ..","Negatif"
"Halo sampai sekarang saya belum kebagian atribut gratis saya belum dapat undangan wa pengambilan atribut gratis di kota medan. Jika saya udh dapat undangan wa pengambilan atribut gratis nanti saya kasih bintang 5 oke?","Negatif"
"Bikin siksa Driver. Sistem AutoBid. Tapi kebebasan ada di tangan Anda Guanco***","Negatif"
"Aplikasi tolollll","Negatif"
"Kenapa ID nya gak ada ini???","Negatif"
"Tong dong buat developer dan team IT InDriver untuk segera memperbaiki bug Critical Update di wilayah JABODETABEK. 1. Order dibawah 1km tidak ada notifikasi pop up gak kayak sebelum update. 2. Setelah Update GPS juga banyak bug, order yg masuk kebanyakan jarak 5km+.","Positif"
"Ini aplikasi yg tidak mau berubah menjadi lebih baik,coba penumpang yg batalin masa saldo driver yg di potong,seharusnya saldo penumpang yg di potong,yg namanya batal saldo haru kembali,ini namanya pencurian saldo ,gak masuk akal akan di kembalikan setelah 7 hari,ini akal2an admin saja,cari duit yg halal bos,driver cari duit di lapangan setengah mati jangan main potong2 saja,kalo driver yg batalin masih masuk akalah","Negatif"
"butuh jaket buat prio ðŸ™","Positif"
"Banyak fiktif saldo abis mulu","Negatif"
"Apk bangke.. ongkir sdh deal dan di sepakati pas nyampe lokasi ada penyesuain ongkir , parahnya lagi naik jadi 2x lipat ( contoh ongkir deal 100k sdh nyampe lokasi jadi 200k . Di cek riwayat malah gk ada","Negatif"
"draever sangat sopan","Positif"
"Mau ganti no tlp aja susah..","Negatif"
"Terapkan system Aoutobit,","Positif"
"The best","Positif"
"Luar biasa hebaaat","Positif"
"Dari awal punya akun dan isi saldo 50k hingga saat ini belum pernah perdana merasakan dapat order. krn banyak pemakai aplikasi mod diluar sana. lantas gunanya mempunyai akun dan topup saldo apa ? sedih jadinya jadi mitra seperti ini ðŸ˜­","Negatif"
"banyak driver dikota medan yang belum dapat atau kebagian atribut gratis dari indriver","Negatif"
"Aku bahagia. Karena semua orang jadi punya usaha masing2. Bisa menafkai keluarganya. Terima kasih","Positif"
"Kalo memang ada rekomen aplikasi indriver terbaru ayolah segera dipublikasikan terutama untuk para driver yg setia,jangan biarkan aplikasi berpungsi tapi sangat kacau balau membuat pengguna merasa kecewa dan tidak puas,update terkini mengapa jadi hancur apk nya,,,sy harap segera untuk perbaikan apk nya nya,,,trims","Positif"
"Makin ke sini makin ke sana, para driver banyak yang mengeluh dengan upgrade nya aplikasi ini, cukup mengecewakan.","Netral"
"Aplikasinya bagus, lebih praktis dari yang lain â¤ï¸","Positif"
"Tolong donk buat server indrive yang pake mod atau bikin order fiktif tolong d blacklis biar gak bikin resah yang laen","Positif"
"Makin ksni ,makin gak jelas aja ni system Penumpang yg batalin tpi saldo malah kpotong","Netral"
"Sejak update aplikasi terasa berat , setiap mau ambil order selalu muncul nya lama terus abis itu tiba"" ilang dan muncul keterangan order tidak aktif atau sudah diterima. Mohon diperhatikan lagi ini kita yang ga macem"" pake aplikasi root atau apa jadi susah dapat order.. kalo bisa sistem nya dirubah aja jadi setiap driver ada jatah order nya masing"" kalo rebutan kek gini kita yang bermodalkan aplikasi biasa bakal kalah terus . Terimakasih","Negatif"
"Tolong lah perjalanan saya ga nambahÂ², klu dpt orderan yg batalin penumpang/customer malah kena potongan saldo... mana kebanyakan pembuatan opik(orderan fiktif) Hilangin pengedit argo... Bikin setres","Netral"
"Aplikasi tidak berguna.","Negatif"
"Sangat konyol","Negatif"
"SALDO driver main potong aja,, benerin sistem ny","Negatif"
"bintang yg berbicara","Positif"
"seharusnya auto bid saja berikan pada driver terdekat untuk harga yang ditawarkan pelanggan tidak usah ada ada tarif kedua maupun ketiga karna percuma, yang jadi pasti tarif dari penumpang, bukan dari driver","Negatif"
"Susah dapat kreta,setiap kali saya order tak pernah ada kreta","Negatif"
"bagus","Positif"
"Tolong Di adakan obrolan ke sesama penumpang selesai mengantar,karna selalu bilang harganya naik padahal itu negosiasi dari pengemudi tetapi penumpang tidak tahu agar TDK terjadi kesalah pahaman tolong di buat obrolan ke penumpang agar bisa di jelaskan tentang aplikasi indriver ini ,karna saya sebagai driver sangat di rugikan ,rating menjadi jelek karna ketidak Tahuan penumpang ,tolong harga di sesuaikan dari sananya dengan jarak ,karna tidak sesuai dengan jarak dan harga,kalau tdk di ambil syng","Netral"
"Akun semangkin lama bukan nya semangkin baik...malah buruk","Negatif"
"Sangat menjengkelkan hari ini sudah ketemu driver motor yang kurangajar tidak sopan berlaku seenaknya eh dikolom dukungan tidak ada becus2nya dari jam 18.35 sampai sekarang jam 8 malam(20.06) tidak kelarÂ², sangat menyita waktu, semakin tidak jelas, gimana sih caranya mau komplain driver???itu aja mau ditanya nda kunjung ada jawabannya, sangat menjengkelkan","Negatif"
"Setelah di Update Jdi susah Dapet Orderan Gan Gmna ini jdi rugi dongðŸ˜®â€ðŸ’¨","Positif"
"Apk gk jelas. Order sudah di terima, order dibatalkan, order ditolak. Kapan dapt orderannya . Udah mah jarak jemput jauh, mau dapt orderan satu aja susahnya parah. Hadeuh...","Negatif"
"Penumpang bisa EDIT ARGO semaunya, kenapa Edit Argo di Akun Driver di Hilangkan ???????","Negatif"
"Kacau habis diupdate orderan ga bs masuk, ""terjadi kesalahan"" sistem katanya...mana autobid ga ada...payah....ga kayak aplikasi sebelah dpt orderan lgsng ke lock jd driver ga perlu mantegi hp trs... Setelah diupdate terus jumlah perjalanan tidak menambah yang mempengaruhi frequensi oprasinal saya dan jumlah ulasan tidak sesuai demgan yang diberikan penumpang semenjak 1 bulan ini padahal saya sudah melakukan pengambilan order.","Negatif"
"Dari pertama download sampe hari ini ga pernah dapet orderan sama sekali, nyesel saya ngisi saldo","Negatif"
"Saya nyocol 28 kali kagak pernah d kasih.... Aplikasinya edan","Negatif"
"Notifikasi masuknya lebih harus terdengar keras..mohon di perbaiki lgi bug nyaa","Positif"
"Keren","Positif"
"Makin hari makin gajelas dari pagi ga ada orderan yang nyangkut","Negatif"
"Sangat membantu","Positif"
"Apk busuk... Orderan masuk sedetik kemudian langsung raib,,","Negatif"
"Aplikasi apa begini..saldo hilang kalau orderan dibatalkan penumpang.","Negatif"
"Drive nya baik ramah","Positif"
"Sangat bagus","Positif"
"Ok","Positif"
"Setelah update driver banyak sekali penerunan, 9Ã—perjalan tidak keitung makin aneh","Negatif"
"inDrive kendaraan umum termurah","Positif"
"sekedar masukan ,untuk team indriver belakangan banyak sesama pengemudi yang buat order fiktif. tolong untuk penumpang yang masih belom ada riwayat perjalanan 3 kali pemesan dengan pembatal di blokir akunnya .karena kasian untuk penumpang indriver baru yang bener memesan banyak pengemudi yang takut saldonya tertahan karena melihat riwayat perjalannya yang masih minim dan untuk saldo pengemudi tolong jangan di tahan untuk pengembalian dana bila penumpang yang membatalkan.","Positif"
"Bagus, sangat membantu dan ekonomis","Positif"
"ðŸŒŸðŸŒŸðŸŒŸðŸŒŸðŸŒŸðŸŒŸ","Positif"
"tolong dibantu disupport rekomendasi pihak indrive agar akun saya bisa autobid di diwilayah kota Palembang terima kasih","Positif"
"Tarif yang di tawarkan customer sangat tidak masuk akal hampir 50% lebih rendah dari aplikasi yg paling murah (logo kuning)","Netral"
"InDrive Kediri tidak ada autobid nya ðŸ˜©","Positif"
"Nice","Positif"
"Dapat orderan dan belum mulai jalan tapi orderan dicancel customer+saldo driver berkurang,sebagai driver sangat sangat sangat dirugikan","Negatif"
"Kenapa d aplikasi nya saya ko ada iklan nya padahal sebelumnya nya itu tidak ada iklan nya ini sangat menggangu aktifitas saya sataan mencari penumpang tolong d perbaiki terima kasih ðŸ™","Negatif"
"sangat nyaman dlm mengemudi","Positif"
"Ngeri jadi Driver Indrive Saldo lagi tipis dapet orderan jauh di cancel sama penumpang. Saldo jadi minus gede. Jadi ga bisa narik.","Negatif"
"bapaknya sangat baik sekali","Positif"
"Custumer service indrive kerjanya ga becus, pecat aja ganti sama yg lebih baik kerjanya","Negatif"
"Nunggu 5 jam dikasih 1 order lucu kali","Negatif"
"Mantap ðŸ‘ðŸ½","Positif"
"Berikan fitur mengganti foto profil.... Basmi driver yg menggunakan APK MOD Sementara saya rating 1 dulu","Negatif"
"baik","Positif"
"datang ke titik penjemputan ngak tau nya order fiktif . sakitnya tuh kayak digebukin warga sekampung","Negatif"
"sudah di tempat ramai juga ttep gak bis nyocol,tawar otomatisnya eror gak berfungsi.. setengah hari pakai tawar otomatis gk pernah ada notif,giliran di online bnyak notif terdekat..ðŸ¤£","Negatif"
"Saya sudah status prioritas sebelumnya tapi semenjak update terbaru jadi hilang status prioritasnya ,otomatis penilaian saya yang semula sangat tinggi jadi tinggi saja ,tolong dong di perbaiki ini padahal saya sudah ada jaket dan helm ini .","Negatif"
"Selalu ditolak","Negatif"
"Tolong perbaiki sistem inDrive khususnya di wilayah Crytical seperti Jabodetabek, seperti total perjalanan yg tidak menambah, padahal Driver sudah bawa customer puluhan kali, imbasnya seperti Reputasi turun, sedangkan Reputasi bisa naik, dari jumla perjalanan yg di selesaikan, Efeknya kualitas akun jadi turun, yg sebelumnya mudah masuk penawaran terdekat, sekarang susah masuk. #backtosystemlater","Negatif"
"Membantu thanks indrive","Positif"
"ðŸ‘ðŸ¾","Positif"
"Saya biasanya menggunakan indrive. Tapi kenapa aplikasinya berubah. Jadi hanya ada mobil dan luar kota saja. Saya sudah update tapi tetap saja. Jadi membingungkan custemer.","Netral"
"Sejauh ini semuanya bagus dan sangat membantu saya, cuma kalau boleh saran, untuk Nearby nya jangan sampai 10km kak.. Cukup 4km aja rata rata. Terimakasih.. ðŸ™","Positif"
"Tolong Di Perhatikan Buat Operator Aplikasi Indrever Nya,, Abdi Dalam Beberapa Hari Sampai Bulan Gak Di Kasih Orderan Sama Sekali. Jangan Pada Diem Aja!!!!. Lama2 Kastemer2 Nya Pindah Ke Aplikasi Lain Nya.","Positif"
"Ketika Muncul permintan, Langsung Klik terima Muncul tulisan, sudah di ambil Padahal di pantengin HP dari subuh","Negatif"
"oke mantap","Positif"
"Di jabodetabek udh critical.... Aplikasi nya makin merugikan driverr... Masa orderan di cancel penumpang saldo driver ttep kepotong, dan parahnya lagi banyak order fiktif dgn argo sampe 1jt ... Udah berkali2 di lapor kan akun yg buat order fiktif tapi akun tersebut masih aja berkeliaran bikin order fiktif...","Negatif"
"Mantap","Positif"
"Halo min, ini cemana aplikasi indriver ini, masak ongkos 500rb pun bisa di pesan, memang mau kemana pelanggan pesan ongkos 500rb, naik bike, yg logika lah min, banyak orderan fiktip dengan ongkos 500rb, dibenahilah aplikasi nya yg logika gitu pesan ongkos nya","Positif"
"supirnya bagus","Positif"
"Luar biasa","Positif"
"Selalu beri akun saya orderan minimal 10 per hari ðŸ˜ðŸ˜","Positif"
"Onkir terlalu murah resiko besar","Negatif"
"bagus","Positif"
"sangat puas","Negatif"
"bawa kendaraan nya enak","Positif"
"Driver sangat Ramah dan good service","Positif"
"Aplikasi indrive udh lama tidak terpakai dan susah untuk onlinr tapi ofline truz.... Mohon solusinya agar aktif kembali dan bisa mencari cuan lg","Positif"
"Tolong masukan menu bookmark lokasi jadi bisa mempermudah pengguna aplikasi dalam memasukan Alamat tujuan tanpa ketik, tolong betulkan keakuratan peta nya jadi lebih efesien, terkadang jarak tempu tidak seasui dengan yang ditunjukan Sebernanya","Positif"
"Kalau bisa di map orderan driver harus sama di map orderan penumpang.....jadi bisa tau lokasi yang mesan sesungguhnya dan guna menghindari orderan fiktif","Positif"
"mantap","Positif"
"Makin kesini makin burukk. Tiap ambil orderan malah apk berenti sendiri....","Negatif"
"Bintang 1 aja dulu Pengantaram jarak 8.7 km cuma 22 ribu agak sedih sih ngelihatnya Apk system penawaran tidak relevan sama sekali banyak oknum yang tidak jujur mengedit argo yang tidak sesuai system. Dan system penawaran itu sangat ribet ketika posisi lagi berkendara, sibuk mantau hp rawan kecelakaan.","Negatif"
"Tolong di perbaiki driverÂ² nya, jika tidak ingin pick up penumpang di respon jadi penumpang tidak terlalu lama menunggu sampai 15 menit padahal jarak titik jemput tidak terlalu jauh!","Negatif"
"Sistem apa an critikal sistem ga jelas auto unistal gua bom bintang 1","Negatif"
"bagus. hanya update terbaru , mengapa riwayat perjalanan driver tidak bertambah","Positif"
"driver ramah dn mengemudi dgn aman","Positif"
"Verifikasi sangat lambat","Negatif"
"tawar otomatis seharian muter aja terus....manual...selalu kalah.hahaha","Negatif"
"Aplikasi nya tidak ada tujuan searah","Negatif"
"Trimkasih sudah di bantu.ðŸ™","Positif"
"Susah kebuka tampilan menu","Negatif"
"aplikasi yg sangat menyebalkan, Beda kota harus selalu Restart di tambah fitur Ojol di hapus... dan satu lagi hanya mendeteksi derah terdekat untuk jarak jauh dianggap alamat tidak ada....","Negatif"
"Sangat baik","Positif"
"Not Fear for order","Negatif"
"Aplikasi payah ngebug mulu gila muter2 terus parah","Negatif"
"Mantap","Positif"
"Ini lokasi kantor nya di mana ?","Negatif"
"Dartar uda lama tapi gk ada tanggapan","Negatif"
"Terlalu banyak driver yg memakai aplikasi tidak original masi beroprasi dan knap selama ini masi di ijinkan sama saja tidak fair. Indriver mudah banget di bobol","Netral"
"Cukup membantu rezeki tambahan buat kami sbg Driver","Positif"
"Terima kasih indriver telah memberi kemudahan dalam update terbaru.. saran saya untuk update selanjutnya "" terkait map navigasi dan map asli di aplikasi indriver pengemudi itu tidak sinkron, jadi setelah kita membuka navigasi google map meskipun kita sudah jalan dan mendekati customer posisi kita di map asli aplikasi indriver tetap stay di lokasi awal.. jadi customer menganggap driver tidak jalan dan akhirnya membatalkan ordernya"" mohon di pertimbangkan hal2 kecil seperti ini Terima kasih","Positif"
"Mantap , tokcer","Positif"
"Tolong dong buat map dan fitur"" lain nya diperbarui terima kasih","Positif"
"Sangat bagus","Positif"
"Apk gak jelas cuma dipake buat maenan sm driver laen, mana udh top up rugiii bangeet, nyeseeell gua donload and daftar. Boro boro buat bisa cari tambahan, dapet orderan aj susah, permintaan diterima, permintaan ditolak. Keek manaa. Gimana mau bersaing sm duo ijo. Sama shopee driver aj jauuhh . Apk pembohongan ini. Gaak jelas taaiii, masuk order dipencet udh ilang padahal gua udh secepet the flash masih aja keduluan. Bener bener apk fake . Mana order yg nongol gak kiraÂ² tempat jemputnya.","Negatif"
"Ko jumlah perjalan saya gak berubah2 ya,padahal klo saya hitung sudah sampai 180 lebih,ini msh 138 aja","Positif"
"Semenjak pembaharuan aplikasi muter2 terus sulit mendapatkan driver terdekat..selalu dapat driver yg jauh harus menunggu 15-30 menit hadehh kapok dech maaf sy unistal ya","Negatif"
"Masa ia saldo di potong juga padahal pesanan di batalin Ama kastamer","Negatif"
"Makin lama makin g jelas. Cuma ada 2 layanan yg muncul di aplikasi. Sudah di refresh & di reset beberapa kali ttp aja g bisa. Pdahal baru di update aplikasi nya tp malah ngadat.","Negatif"
"Aplikasi busuk","Negatif"
"versi terbaru ini sangat bagus tidak ada lagi sistem prioritas dengan sistem seperti ini kembali seperti Indriver Baru pertama kali beroperasi di Indonesia dan driver yg bukan prioritas bisa mendapatkan order dan ikut lelang dan indriver harus mempertahankan sistem seperti ini ... jgn ada lagi sistem prioritas","Positif"
"Pengalaman saya buruk banget, masak dari jakarta ke depok saya dapat motor supra 2003. Bener2 kaget banget kendaaraan ga memadai.","Negatif"
"critical update kyk tai","Negatif"
"ok","Positif"
"Coba min...mitra driver tdk sengaja membatalkan order krn handphone terjatuh, tp ada pemotongan. Jangan bilang mitra sdh hubungi by telp maupun chat,hubungi cs krn di chat TDK dibalas atw utk pertegas lokasi","Negatif"
"Gila sih 3 hari g d ksh orderan., yg dket aja lewat., parah bner","Negatif"
"Makin aneh","Positif"
"coba 3 dulu ya mas","Netral"
"Masih sering error","Netral"
"Belum bisa login","Positif"
"Driver yg murah dari pada aplikasi lain","Positif"
"Semenjak ada aplikasi ini. Sangat sangat membantu bnyak orng. Di saat orng lagi butuh kendaraan mendadak,kita bs langsung pesan ajj. Praktis,dan pastinya gak mahalll... Terima kasih untuk aplikasi transportasinya... Smoga untuk kedepannya lebih bagus lagi","Positif"
"Aplikasinya semakin jelek,,tidak di rekomendasikan,,oder di batalkan penumpang malah dana saldo di tahan,,sangat tidak memuaskan,apalagi oderan skrg udh tidak pernah muncul dan uang saldo masih banyak.ðŸ‘ŽðŸ‘ŽðŸ‘Ž","Negatif"
"Semoga makin sukses","Positif"
"Kok di antarkota hubungi lewat pesn gak bisa ya","Netral"
"Apk tolol ngebid seharian nyocol gk dapat, dua detik sudah hilang orderan .auto Uninstall","Negatif"
"Semakin tidak jelas, dikasih list permintaan orderan tapi jaraknya gak logis, dari posisi driver dikasih list jarak 6km +, bahkan sampe 15km masuk list permintaan. Ngapain gitu? Yang dekat aja gk dapet list permintaan malah jauh mulu dikasih liatnya,, mahalan jemputnya dari pada nganterinnya, heran banget deh","Negatif"
"Kenapa sekarang ga bisa login selalu terhalang notif...padahal pake original play store?","Negatif"
"sangat membantu banget,","Positif"
"Aplikasi tolol","Negatif"
"Akun sudah 2thn kenapa tidak dpt merchendays, kenapa harus akun baru yg selalu dpt..","Positif"
"kerennn gampang nyari driver","Positif"
"sukses buat InDriver","Positif"
"nice","Positif"
"Mantapp","Positif"
"Mantap","Positif"
"mantap","Positif"
"Sangat membantu","Positif"
"Gasss keunn.... Aplikasi nya mudah di gunakan","Positif"
"Update baru... minus. 1.riwayat order tdak bertambah 2.rating jd turun 3.belum ada opsi pembatalan order (banyak orang gila main main/order fiktif) 4.harus ada pembatalan aman untuk order fiktif. 5.jngan asal blokir akun dr pembatalan order fiktif. 6.saldo pembatalan harap langsung kembali. 7.riwayat order daerah sekitar tidak ada","Netral"
"Dulu daftar gampang banget. Sekarang di persulit. Skck saya asli bukan scan bukan hasil edit dll. Asli foto langsung kenapa di tolak di bilang skck hasil scan. Emang ga bisa bedain hasil scan sma hasil foto","Negatif"
"Saya udh 4x cncel setiap dp driver dichat g di bles trus di maps mobilny ga gerak""","Negatif"
"Aplikasi gk jelas penumpang yang membatalkan saldo tetap diambil Aplikasi rampok","Negatif"
"Good","Positif"
"Harus ada batas minim utk tawar menawar bagi customer, minim 1000/3000 Jangan asal mainin ongkos tawar menawar. Kasian pihak driver. Penumpang juga butuh rasa nyaman waktu perjalanan dgn ongkos yg wajar,. Ongkos normal tanpa tawar menawar penumpang juga terjaga keselamatan nya di jln","Negatif"
"Sistem GK jelas Prio dan Prio sama ajah GK ngaruh..GK ada perbaikan sistem yg adil bagi mitra","Negatif"
"bagus","Positif"
"Ok","Positif"
"Tidak bisa di perbaharui knpa ya","Netral"
"Stiap minta solusi ke dukungan jwaban nya ngawur.","Negatif"
"Aplikasi bobrok","Negatif"
"pernalanan yg adil","Positif"
"Mantap","Positif"
"Boka kantor dong","Positif"
"Sanggat puas Mohon aktif kan akun saya sudah 5 hari masuk notifikasi ðŸ™ðŸ™ðŸ™","Positif"
"Aplikasi parah banget tiap dicocol gak pernah dapat gak jelas cuma buat bahagia driver doang aplikasi bego gak kaya aplikasi sebelah hijau langsung orderan","Negatif"
"MAU NYA INDRIVER APAAN SIH WOY... BUSUK AMAT NIH APLIKASI... KENDARAAN TIBA-TIBA JADI MOBIL... PAS APUS DATA MAU MASUK MASA MESTI ISI BERKAS-BERKAS NYA LAGI...","Negatif"
"Ini aplikasi bagus sekali, inovasi untuk para pengangguran.jd ojek online","Positif"
"Mantabbbb","Positif"
"Saya sebagai driver sangat kecewa,karena versi update yang sekarang tidak bagus,jadi tidak bisa melihat orderan yang terdekat","Negatif"
"Ok","Positif"
"Ok kk","Positif"
"terimakasih banyak","Positif"
"Lebih baik fokus untuk iklan biar orang bnyak yg tau buat pake jasa indrive ,,pembaruan sistem trus sampe skrg tp malah makin lemah orang iseng gampang bnget bkin orderan fiktif ,, trkhusus untuk area crytical zone,,","Netral"
"Sangat kecewa pengembalian dana sekarang lambat semenjak versi terbaru indriver","Negatif"
"nyaman c aanya juga baik","Positif"
"Tetapkan tarif dasar buat driver,jangan sampai pelanggan edit tarif seenaknya ðŸ‘ŽðŸ‘ŽðŸ‘Ž","Negatif"
"Update versi baru malah tambah busuk. Aja indriver masak oder kelihatan kalo pas ada orderan. Harusnya seperti dulu riwayat order di tampilkan juga biar driver tau tempat ngetem cs di lain hari","Negatif"
"saya mau masuk ke akun Indriver sy, tdk bisa masuk, seblmnya saya prnh ON/Onbid dgn status Bekerja sampai bbrp bulan tdk ada mslh dng akun Indriver saya, di karnkn saya mau masuk ke akun Indriver tiba2 bahasa yg dipakai dlm aplikasi akun Indriver berubah menjadi bhs Cina, ya, terus terang saja dgn 100 % saya tdk tahu dgn bhs Cina itu, maka untk itu Aplikasi akun Indriver saya, saya copot pemasangannya, dan saya Install lagi,dan saya mau masuk lagi ke akun Indriver saya ,tidak bisa smpai skrng","Positif"
"Tolong perbaikan untuk membuka aplikasi terlalu lama.","Positif"
"Frekuensi sangat tinggi selalu kalah dengan frekuensi sangat rendah dengan perjalanan di bawah ada aturan perjalanan di bawah 100 bisa gacor terus ga ke tahan sampai kapan kaya begini percuma ada frekuensi sangat tinggi kalau masih kalah lelang dengan sangat rendah makin rajin makin ga ada lelang","Positif"
"Mantaaap","Positif"
"Sangat membantu","Positif"
"Bagus","Positif"
"Tampilan di apk CS jelek banget System amburadul, tolong jangan pilihÂ² kota, kenapa ga semua kota autobid, toh pemasukan sama yg untung kan pihak aplikasi juga, bahaya tau jalan sambil liatin hp terus harus klikÂ² hp kalo ada orderan masuk, bangke lah ini aplikasi aplikasi bobrok merugikan driver","Negatif"
"Sangat membantu dalam mencari nafkah","Positif"
